info_type_id,movie_id,info,title,production_year
3,3321517,Western,"Odio di sangue",1941
3,3294171,Western,"Apache Uprising",1964
3,3241576,Western,"A Texas Romance - 1909",1964
3,3360385,Western,"Der wilde wilde Westen",1991
3,3272153,Western,"Along the Great Divide",1951
3,3239311,Western,"The Defenders",1916
3,3265286,Western,"Cannibal, The Musical",1993
3,3320929,Western,"Bad Man's Money",1929
3,3259089,Western,"Nuevas aventuras de El Zorro",1976
3,3257571,Western,"The Ghost Chaser",1924
3,3329257,Western,"Schiavi della paura",1950
3,3266172,Western,"Alice und die Wildwest-Banditen",1928
3,3327316,Western,"The Honest Thief",1944
3,3360397,Western,"The Sheriff of Wampus County",1920
3,3307270,Western,"Gun Point",1955
3,3352073,Western,"Bill Sharkey's Revenge",1909
3,3205892,Western,"15 horcas para un asesino",1967
3,3212595,Western,"Trois pistolets contre CÃ©sar",1966
3,3294171,Western,"Aufstand in Arizona",1991
3,3211275,Western,"24 snega",2016
3,3204280,Western,"$1,000 on the Black",1966
3,3230341,Western,"La signorina e il cow-boy",1947
3,3264313,Western,"Silver City",1948
3,3352012,Western,"Django, le taciturne",1967
3,3319160,Western,"James Oliver Curwood's Back to God's Country",1953
3,3275670,Western,L'imboscata,1950
3,3217228,Western,"Seven Faces of Dr. Lao",1964
3,3157897,Western,"Mavericks groÃŸes Spiel",1994
3,3277399,Western,"American Outlaws",2001
3,3225971,Western,"High Lonesome - Gerechtikeit ist nicht genug",2016
3,3313758,Western,"Die letzte Kugel traf den Besten",1965
3,3279332,Western,Gunfire,1978
3,3300305,Western,"GalgenvÃ¶gel sterben einsam",1971
3,3352668,Western,"Billy the Kid's Last Raid",1941
3,3358601,Western,"Lo sperone nero",1965
3,3349445,Western,"Big city - Dove i bambini fanno la legge",2008
3,3214177,Western,"I quattro del Texas",2006
3,3204280,Western,"Sartana: Sangue e la penna",1969
3,3352664,Western,"Billy the Kid lebt",2007
3,3183639,Western,"Zorro - Der schwarze RÃ¤cher",1990
3,3320225,Western,"Das Schaf im Wolfspelz",1951
3,3324321,Western,"Balada o revolverasu",1967
3,3300492,Western,"Sartana If Your Left Arm Offends, Cut It Off",1970
3,3212234,Western,"3 Bullets for Ringo",1966
3,3250383,Western,"A Man of Peace",1919
3,3266744,Western,"Dan Candy's Law",1977
3,3298941,Western,"Arizona Gun Busters",1953
3,3313758,Western,"Sette ore di fuoco",1965
3,3355179,Western,"Bite the Bullet",1975
3,3294184,Western,Ã¡ÃÃÃžÃ‰,1973
3,3326972,Western,"The New Cook",1911
3,3349123,Western,"Rough and Ready",1942
3,3255820,Western,"GefÃ¤hrliche Abenteuer",1967
3,3349891,Western,"Gigante Entre Los Hombres",1971
3,3331791,Western,"Lightning Westerns #3: Battlin' Bill",1924
3,3242647,Western,"Trooper K",1917
3,3306545,Western,"Asterix Conquers America",1995
3,3300305,Western,"Reza por tu alma... y muere",1974
3,3228411,Western,"The Pledge",2008
3,3205892,Western,"Die schmutzigen Dreizehn",1969
3,3204280,Western,"Blood at Sundown",1966
3,3248140,Western,"I predoni della cittÃ ",1946
3,3288397,Western,"Die Nacht der Vergeltung",1948
3,3306545,Western,"Asterix en AmÃ©rica",1995
3,3201540,Western,"Passaggio a Nord-Ovest",1940
3,3209163,Western,"Ehi! Gringo... Scendi dalla croce",1971
3,3352697,Western,"Billy Two Hats",1974
3,3269760,Western,"In a Colt's Shadow",1966
3,3294182,Western,"HeiÃŸe Colts und schnelle Pferde",1955
3,3217284,Western,"Sancho - Dich kÃ¼sst der Tod",2009
3,3202453,Western,"Tequila Joe",1968
3,3319664,Western,"Das Geheimnis der 5 GrÃ¤ber",1956
3,3357504,Western,"Der blaue Mustang",1955
3,3217425,Western,"Die Satansbrut des Colonel Blake",1968
3,3266893,Western,"Aliens im wilden Westen",1999
3,3343322,Western,"Best of the Badmen",1951
3,3259600,Western,"A Man Will Rise",2015
3,3241755,Western,"A Thunder of Drums",1961
3,3107063,Western,"Mein Freund Winnetou",2007
3,3321548,Western,"Land ohne Gesetz",1953
3,3269760,Western,Pistoleros,1966
3,3231464,Western,"Long Walk Home",1974
3,3257752,Western,"ÃÃ£ÃœÃ°Ã§ ÃªÃ¡Ã© Ã¡ÃŸÃ¬Ã¡",1968
3,3360385,Western,"Mel Brooks' Blazing Saddles or Never Give a Saga an Even Break",1974
3,3298965,Western,"Arizona Raiders",1965
3,3228410,Western,"Rivalen des Todes",1971
3,3202447,Western,"He Was Called the Holy Ghost",1971
3,3352650,Western,"Terra selvaggia",1941
3,3217284,Western,"Siete pistolas para Timothy",1971
3,3339728,Western,"Die KÃ¶nigin der Banditen",1980
3,3276856,Western,"Der KÃ¶nig von Texas",1942
3,3290823,Western,"Duell in der Manege",1951
3,3251576,Western,"Men Without Fear",1930
3,3331842,Western,"La prateria in fiamme",1931
3,3241576,Western,"A Texas Romance - 1909",1994
3,3320836,Western,"Jagd auf Apachen-Jack",1986
3,3168645,Western,"Abenteuer im wilden Westen",1967
3,3266893,Western,TimeSlingers,1999
3,3203776,Western,"Ten Thousand Dollars for a Massacre",1967
3,3356909,Western,"Der schwarze Zyklon",1927
3,3201515,Western,"Unter dem Himmel von Arizona",2006
3,3327789,Western,"A pugni nudi",1919
3,3226882,Western,"The Mojave Experiment",2008
3,3213094,Western,"Gold Train",1965
3,3274381,Western,"Die Verdammten der Sierra",1957
3,3102192,Western,"Tim McCoy's Wild West",1950
3,3224272,Western,"Justice Comes to Tomahawk",1956
3,3203776,Western,"Zehntausend blutige Dollar",1968
3,3330305,Western,"Bastard, Go and Kill",1971
3,3292396,Western,"I sette del Texas",1964
3,3223836,Western,"Starlight's Message",1916
3,3357200,Western,"The Black Fox - Terra senza legge",1995
3,3217425,Western,"Renegade Riders",1968
3,3298975,Western,"Arizona Stagecoach",1942
3,3356909,Western,"Der schwarze Cyklon",1927
3,3325701,Western,"La figlia di Zorro",1950
3,3201540,Western,Nordwest-Passage,1955
3,3313758,Western,"Seven Hours of Gunfire",1965
3,3321548,Western,"Das Land der Renegaten",1950
3,3296593,Western,"El regreso de los Villalobos",1962
3,3307270,Western,Gunpoint,1955
3,3340695,Western,"Where the River Bends",1952
3,3209084,Western,"Giuramento di sangue",1940
3,3270223,Western,"Der Mann vom schwarzen Fluss",2012
3,3203776,Western,"Guns of Violence",1967
3,3253507,Western,"Adios Gringo",1965
3,3320424,Western,"In schlechter Gesellschaft",1972
3,3294177,Western,"Apache Uprising",1965
3,3251525,Western,"Let's Go",1921
3,3202453,Western,"Time and Place for Killing",1968
3,3250986,Western,"Holy Water Joe",1971
3,3274381,Western,"Sierra Morena",1957
3,3232096,Western,"Quando l'alba si tinge di rosso",1968
3,3294182,Western,"The Apaches",1955
3,3300305,Western,"Sabata der Killer",2009
3,3208728,Western,"American Bull",1986
3,3217217,Western,"7 Women for the MacGregors",1968
3,3217835,Western,"Die siebte Kavallerie",1956
3,3300298,Western,"Arriva Durango paga o muori (subtitle Durango Is Coming Pay Or Die)",1971
3,3360371,Western,"Blazing Range",1943
3,3226544,Western,"Pour une poignÃ©e de mollards",2013
3,3320927,Western,"Thunder Gap Outlaws",1947
3,3262651,Western,"Por culpa de una mujer",1955
3,3217351,Western,"Siete pistolas para los Mac Gregor",1969
3,3290823,Western,"Annie, schieÃŸ los!",1951
3,3275670,Western,"Die Letzten von Fort Gamble",1950
3,3218185,Western,"800 Bullets",2002
3,3272471,Western,"Alphonse and Gaston Take a Dancing Lesson",1903
3,3327789,Western,"The Man Who Wouldn't Shoot",1919
3,3202434,Western,"Bratpfanne Kaliber 38",1972
3,3265841,Western,"I banditi del fiume rosso",1931
3,3217158,Western,"Seven Guns for Seven Bandits",1967
3,3320623,Western,"Bad Girls",1994
3,3331696,Western,"Battles of Chief Pontiac",1952
3,3271429,Western,"Fast Helden - Zwei Trottel erobern Amerika",2000
3,3294171,Western,"Aufstand in Arizona",1965
3,3223166,Western,"The Cowboy's Mother",1912
3,3212151,Western,"Three Bad Men",1926
3,3202802,Western,"Se incontri Sjango cercati un posto per morire!",1968
3,3262643,Western,"Beyond the Law",1969
3,3272123,Western,"Along Came Jones",1945
3,3217352,Western,"Einen Whisky als Kopfgeld",1968
3,3354683,Western,"Billy the Kid no atarashii yoake",1986
3,3253507,Western,"AdiÃ³s, gringo",1965
3,3298980,Western,"The Arizonian",1931
3,3331842,Western,"Buffalo Bill, der KÃ¶nig der PrÃ¤rie",1931
3,3355179,Western,"700 Meilen westwÃ¤rts",1991
3,3246967,Western,"Aballay, the Man without Fear",2010
3,3168645,Western,"Dick Powell's Zane Grey Theater",1956
3,3270223,Western,"Allegheny Uprising",1939
3,3298932,Western,"Halleluja Companeros",1967
3,3339730,Western,"Pistole puntate",1948
3,3241831,Western,"Zeit zum Sterben",1972
3,3352650,Western,"Der letzte Bandit",1951
3,3203776,Western,"$10.000 Blood Money",1967
3,3284834,Western,"A Pistol for Django",1971
3,3281686,Western,"An Indian Girl's Awakening",1910
3,3346390,Western,"Der Mann mit den zwei Gesichtern",1929
3,3168645,Western,"I racconti del West",1956
3,3214177,Western,"4 for Texas",1963
3,3327152,Western,"Barbed Wire",1922
3,3352650,Western,"Billy the Kid",1941
3,3270334,Western,"Alleluja & Sartana Are Sons... Sons of God",1972
3,3271429,Western,"Fast Helden",2000
3,3327316,Western,"Honest Plush Brannon",1944
3,3284998,Western,"More Dollars for the MacGregors",1970
3,3265813,Western,"Alias Jesse James",1959
3,3298971,Western,"Arizona Colt Returns",1970
3,3268130,Western,"Long Shot",2009
3,3269813,Western,"Den Geiern zum FraÃŸ",1970
3,3339727,Western,"La ribelle del sud",1941
3,3250986,Western,"Weihwasser Joe",1973
3,3280701,Western,"Difficulties of a Bashful Cowboy",1913
3,3230096,Western,"A Knight of Western Lands",1919
3,3250452,Western,"Aces High",1936
3,3271088,Western,"El Yaqui justiciero",1966
3,3228410,Western,"Die durch die Kugel leben - die durch die Kugel sterben",1971
3,3217284,Western,"Seven Guns for Timothy",1966
3,3349891,Western,"Big Jake",1971
3,3241576,Western,"Texas Romance 1909",1964
3,3232136,Western,"Rider from Nowhere",1930
3,3294178,Western,"L'assedio degli Apaches",1952
3,3230341,Western,"The Cowboy and the Girl",1954
3,3285526,Western,"Knie nieder und friÃŸ Staub",1971
3,3273310,Western,"Alvarez Kelly",1966
3,3334719,Western,"La bella e il bandito",1946
3,3224953,Western,"A Distant Trumpet",1964
3,3262643,Western,Bloodsilver,1968
3,3248810,Western,"La leggenda del cacciatore di vampiri",2012
3,3274381,Western,"Wem Gott vergibt",1957
3,3294177,Western,"Die Apachen",1966
3,3204011,Western,"100 Rifles",1969
3,3357642,Western,"Black Jack - Un uomo per 5 vendette",1968
3,3352415,Western,"Billy Blazes, Esq.",1919
3,3253520,Western,"Good-Bye Nicanor",1938
3,3327353,Western,"False News",1952
3,3215322,Western,Todfeinde,1968
3,3235689,Western,"Mercato di donne",1953
3,3298971,Western,"Arizona Colt, Hired Gun",1970
3,3320225,Western,"Eine Falle fÃ¼r den Banditen",1996
3,3204011,Western,"One Hundred Rifles",1969
3,3298965,Western,"Goldtransport durch Arizona",1965
3,3321546,Western,"Der Teufel holt sie alle",1958
3,3224272,Western,Jagade,1956
3,3287215,Western,"Angelo in esilio",1948
3,3331842,Western,"Buffalo Bill - Brennende PrÃ¤rie 2.Teil",1931
3,3244156,Western,"Western Pep",1921
3,3217284,Western,"Sancho - dich kÃ¼ÃŸt der Tod",1968
3,3349891,Western,"The Million Dollar Kidnapping",1971
3,3271429,Western,"From Here to There",1997
3,3220023,Western,"A Big Hand for the Little Lady",1966
3,3203776,Western,"7 dollari su Django",1967
3,3219347,Western,"Sure-Shot Morgan",1922
3,3294175,Western,"Apache Territory",1958
3,3321546,Western,"I tre sceriffi",1958
3,3217158,Western,"A Colt, Five Dollars and a Bandit",1967
3,3278131,Western,"2 Himmelhunde im Wilden Westen",1972
3,3217835,Western,"7th Cavalry",1956
3,3224272,Western,"A Day of Fury",1956
3,3284833,Western,"Entre Dios, el diablo y un arma",1970
3,3201540,Western,"Nord-West Passage",1955
3,3232112,Western,"A Man Called Sledge",1970
3,3271429,Western,"Almost History",1997
3,3360278,Western,"Blue Bird",1979
3,3294177,Western,"Aufstand der Apachen",1966
3,3242646,Western,"The Trumpeter",1979
3,3349891,Western,"Il grande Jake",1971
3,3324321,Western,"Ringo, Pray to Your God and Die",1967
3,3202434,Western,"Panhandle Calibre 38",1972
3,3241776,Western,"The Sheriff's Daughter",1950
3,3200945,Western,"Winning a Woman",1926
3,3307270,Western,"In Acht und Bann",1956
3,3254297,Western,"Company of Cowards?",1964
3,3286858,Western,"The Return of Daniel Barrion",1968
3,3213094,Western,"30 Winchester fÃ¼r El Diabolo",1967
3,3267881,Western,"The Exodus",1928
3,3298971,Western,Arizona,1970
3,3224272,Western,"Stunden des Terrors",1956
3,3320375,Western,"'Bad Buck' of Santa Ynez",1915
3,3301871,Western,"Artista, aurul si Ardelenii",1981
3,3352651,Western,"Gejagt bis in den Tod",1991
3,3241755,Western,"Massaker im Morgengrauen",1961
3,3298950,Western,"Arizona Thunderbolt",1955
3,3352697,Western,"The Lady and the Outlaw",1974
3,3217215,Western,"Seven Dollars on the Red",1966
3,3352665,Western,"Fuzzy jagt sich selbst",1957
3,3242193,Western,"Una cittÃ  chiamata bastarda",1971
3,3274381,Western,"Der Tag der Verdammten",1957
3,3234182,Western,"Bob Reeves #8: A Narrow Escape",1925
3,3208728,Western,"My Name is Pecos",1996
3,3202442,Western,Crow,1982
3,3357504,Western,"Furia nera",1954
3,3209091,Western,"The Duelist",NULL
3,3235954,Western,"In the Arms of Angels",2003
3,3074138,Western,"Westworld - Dove tutto Ã¨ concesso",2016
3,3211275,Western,"24 Ã“ÃŽÃ…Ã‡Ã",2016
3,3325749,Western,Tricked,1949
3,3239686,Western,"The Honor of the Family",1912
3,3233378,Western,"A Bonehead Cowboy",1921
3,3241755,Western,"I trecento di Fort Canby",1961
3,3320509,Western,"Stadt in Angst",1955
3,3312305,Western,"Buck Parvin #5: Author! Author!",1915
3,3246967,Western,"Six Shooters",2012
3,3327315,Western,"KÃ¼ste der Gesetzlosen",1935
3,3218048,Western,"Otto secondi di gloria",1994
3,3230065,Western,"Jack the Ripper Goes West",1974
3,3274381,Western,"Il bandito di Sierra Morena",1957
3,3350065,Western,"Big Money Ru$tla$",2010
3,3241574,Western,"L'orecchio dei Whit",1999
3,3319160,Western,"Back to God's Country",1953
3,3358226,Western,"Giustizia senza legge",1957
3,3204255,Western,"Dollars for a Fast Gun",1966
3,3360352,Western,"Under Arrest",1948
3,3352697,Western,"Begrabt die WÃ¶lfe in der Schlucht",1974
3,3287310,Western,"The Angel of the Canyon",1913
3,3320225,Western,"Bascomb il mancino",1946
3,3359223,Western,"Robin Hood del Rio Grande",1956
3,3157897,Western,"Il giovane Maverick",1979
3,3049913,Western,"Walker, Texas Ranger",1993
3,3251205,Western,"Riders of the Rio Grande",1939
3,3224891,Western,"Come Softly",1986
3,3298928,Western,Bushwhackers,1968
3,3360391,Western,"Texas Layover",1975
3,3275681,Western,"L'urlo di guerra degli apaches",1958
3,3323022,Western,"Bakers Habicht",1976
3,3311434,Western,"Aunty and the Cowboys",1911
3,3221506,Western,"The Cattle Rustler's Father",1911
3,3202337,Western,"Master Killers",1973
3,3326387,Western,"Banku panikku",1984
3,3202337,Western,"I fratelli del kung-fu",1973
3,3325852,Western,"The Bang-Bang Kid",1968
3,3294184,Western,"Apachen - Das Gesetz heiÃŸt Rache",1987
3,3344918,Western,"Last Cowboy",2006
3,3230237,Western,"The Appointment",2017
3,3232045,Western,"Ein Mann allein",1956
3,3288397,Western,"Blood Red Rose",1946
3,3228410,Western,"Duell in Mexico",1971
3,3231855,Western,"Border Lust",1959
3,3217835,Western,"The Return of Custer",1956
3,3232268,Western,"A Man Worth While",1912
3,3356408,Western,"Dietro la maschera",1948
3,3239926,Western,"Der Superspion",1954
3,3275685,Western,"Terra bruciata",1953
3,3298928,Western,"Rebel Guns",1968
3,3275685,Western,"Ambush at Tomahawk Gap",1953
3,3292396,Western,"Hora de morir",1964
3,3217215,Western,"Django - Die Geier stehen Schlange",1966
3,3320509,Western,"Bad Day at Hondo",1955
3,3213094,Western,"30 Winchester fÃ¼r den Teufel",1967
3,3052034,Western,"Der KopfgeldjÃ¤ger",1991
3,3201540,Western,NordwestfÃ¤hrte,1949
3,3294158,Western,"Adlerauge, der tapfere Sioux",1953
3,3280574,Western,"Saving a Good Samaritan",1913
3,3352651,Western,"La vera storia di Billy the Kid",1989
3,3284833,Western,"God Was in the West, Too, at One Time",1968
3,3326851,Western,"Deputy Sheriff",1937
3,3264313,Western,"Il solitario del Texas",1948
3,3217284,Western,"Seven Magnificent Guns",1966
3,3357441,Western,"Cowboy Serenade",1949
3,3270223,Western,"Allegheny Frontier",1939
3,3217835,Western,"7Âº Cavalleria",1956
3,3214177,Western,"Four for Texas",1963
3,3360385,Western,"The Purple Sage",1974
3,3300604,Western,"La freccia nella polvere",1954
3,3278131,Western,"Ben e Charlie",1972
3,3266744,Western,"Ferner Donner",1977
3,3290870,Western,"La dominatrice",2004
3,3259433,Western,"Little Love of My Life",1952
3,3297773,Western,"Lucky Johnny: Born in America",1975
3,3201540,Western,"Northwest Passage",1940
3,3323559,Western,"Stray Bullet",1960
3,3241776,Western,"Fahrkarte nach Tomahawk",1980
3,3325749,Western,"Bandits of Eldorado",1949
3,3220023,Western,"Posta grossa a Dodge City",1966
3,3251169,Western,"Oltre le grandi montagne",1978
3,3300604,Western,"Arrow in the Dust",1954
3,3238253,Western,"A Sage Brush Hamlet",1919
3,3316526,Western,"B.B.K. - Baby Bounty Killer",1996
3,3357694,Western,"Black Killer",1971
3,3230065,Western,"A Knife in the Dark",1974
3,3203776,Western,"10.000 blutige Dollar",1968
3,3335033,Western,"Los Castores",2014
3,3254573,Western,"Above All Laws",1948
3,3215322,Western,"Poker di sangue",1968
3,3242484,Western,"Western Suffragettes",1928
3,3325852,Western,"Bang Bang Kid",1967
3,3255820,Western,"Wildwest in Afrika",1967
3,3281694,Western,"An Indian Love Affair",1911
3,3319966,Western,"GefÃ¤hrlicher Auftrag",1969
3,3346330,Western,"Jenseits der PrÃ¤rie: Die wahre Geschichte der Laura Ingalls Wilder",1999
3,3313758,Western,"Aventura en el oeste",1965
3,3346371,Western,"Ghost Guns",1940
3,3298971,Western,"An den Galgen, Hombre",1971
3,3233378,Western,"Like a Knight of Old",1916
3,3230465,Western,"A Lawless Street",1955
3,3224953,Western,"Die blaue Eskadron",1964
3,3212151,Western,"I tre furfanti",1926
3,3352649,Western,"The Highwayman Rides",1930
3,3298971,Western,"Der Tod sagt Amen",1971
3,3294184,Western,"Apachen - Blutige Rache",2001
3,3231855,Western,"Jim, der eiskalte Killer",1964
3,3292307,Western,"The Black Riders",NULL
3,3270223,Western,"The First Rebel",1940
3,3253494,Western,"No Sweat",1976
3,3278131,Western,"Ben and Charlie",1972
3,3320798,Western,"Bad Jim",1990
3,3257561,Western,"Das Rennen gegen die Sonne",1975
3,3317149,Western,"The Treasurer of Ivanhoe",1915
3,3357201,Western,"Black Fox - Kampf auf Leben und Tod",1995
3,3360391,Western,"Cathouse Callgirls",1975
3,3360366,Western,"Giorni di fuoco",1927
3,3352651,Western,"Gejagt bis in den Tod",1989
3,3348522,Western,"Black Angel of the Mississippi",1964
3,3209202,Western,"RÃ¤cher ohne Gnade",1968
3,3052034,Western,Josh,1979
3,3213832,Western,"Three Ten to Yuma",2007
3,3325656,Western,Bandido,1956
3,3352672,Western,"Fermi tutti!",1942
3,3272123,Western,"American Cowboy",1945
3,3287215,Western,"Dark Violence",1954
3,3327316,Western,"L'avventuriero della cittÃ  d'oro",1944
3,3325852,Western,"Bang, Bang",1970
3,3306545,Western,"Asterix i Amerika",1995
3,3321548,Western,"La terra dei senza legge",1946
3,3307684,Western,"A Victim of Gossip",1913
3,3320926,Western,"Wrongly Accused",1942
3,3241839,Western,"Der gnadenlose Ritt",1967
3,3241839,Western,"The Long Ride Home",1967
3,3228411,Western,"The Gunfighter's Pledge",2011
3,3278131,Western,"Humpty Dumpty Gang",1972
3,3270223,Western,"Il primo ribelle",1939
3,3201515,Western,"Sotto i cieli dell'Arizona",1934
3,3266744,Western,"Le tonnerre rouge",1974
3,3319966,Western,Backtrack!,1969
3,3298941,Western,Gangbusters,1979
3,3279332,Western,"Love, Bullets and Frenzy",1978
3,3360391,Western,"The Great Truck Robbery",1975
3,3321519,Western,"The Lonesome Gun",1957
3,3208557,Western,"A Man with a Gun",NULL
3,3201515,Western,"'Neath Arizona Skies",1934
3,3328700,Western,"Gun in My Hand",2011
3,3320375,Western,"A Desperate Chance",1915
3,3242193,Western,"Una ciudad llamada Bastarda",1972
3,3334719,Western,"Cisco and the Angel",1946
3,3352671,Western,"Il convegno dei banditi",1941
3,3202802,Western,"Sjango il piÃ¹ duro a morire!",1968
3,3213832,Western,"Todeszug nach Yuma",2008
3,3212372,Western,"In nome di Dio",1950
3,3298912,Western,Arizona,1940
3,3241576,Western,"Texas Romance",1964
3,3298923,Western,"Arizona Badman",1935
3,3270334,Western,"Masquerade of Thieves",1972
3,3284834,Western,"Even Django Has His Price",1971
3,3217215,Western,"Siete dÃ³lares al rojo",1966
3,3269308,Western,"Passione ribelle",2001
3,3272153,Western,"Kopf in der Schlinge",1954
3,3270272,Western,"They Called Him Trinity",1972
3,3294151,Western,Apache,1954
3,3269760,Western,"In a Colt's Shadow",1965
3,3250359,Western,"Al Hoxie #5: The Ace of Clubs",1925
3,3213831,Western,"Three Ten to Yuma",1956
3,3217425,Western,"Payment in Blood",1967
3,3294177,Western,"Aufstand der Apachen",1991
3,3230465,Western,"The Street Without Law",1955
3,3295325,Western,Appaloosa,2008
3,3325658,Western,"Crepa tu... che vivo io",1967
3,3250358,Western,"Ace of Cactus",1924
3,3298965,Western,"I pistoleri maledetti",1965
3,3202337,Western,"Kung Fu Brothers in the Wild West",1973
3,3212151,Western,"Drei ehrliche Banditen",1926
3,3202454,Western,"Sartana, the Invincible Gunman",1969
3,3300305,Western,"Dollars to Die For",1970
3,3274381,Western,"Whom God Forgives",1957
3,3352672,Western,"Gegen WillkÃ¼r und Gewalt",1956
3,3204255,Western,"One Hundred Thousand Dollars for Lassiter",1966
3,3237197,Western,"Cowboys' Race for a Bride",1912
3,3333951,Western,"The Cowpuncher",1921
3,3232045,Western,"The Gunman",1955
3,3340695,Western,"Bend of the River",1952
3,3244691,Western,"Inganno di donna",1918
3,3339928,Western,"Der Rebell von San Fernando",1953
3,3270272,Western,"His Colt, Himself, His Revenge",1972
3,3241839,Western,"Long Ride Home",1968
3,3240514,Western,"The Children's West",1971
3,3241576,Western,"A Texas Romance 1909",1964
3,3324321,Western,"Rocco, der EinzelgÃ¤nger von Alamo",1967
3,3343322,Western,"Il magnifico fuorilegge",1951
3,3230065,Western,"Knife for the Ladies",1974
3,3272123,Western,"Banditen ohne Gnade",1955
3,3275670,Western,Ambush,1950
3,3357504,Western,"Echo Canyon",1954
3,3217289,Western,"I sette assassini",1956
3,3339727,Western,"Belle Starr 'The Bandit Queen'",1941
3,3230465,Western,"Marshal of Medicine Bend",1955
3,3226565,Western,"Tombstone Junction",2009
3,3275685,Western,"Stunde der Abrechnung",1955
3,3212372,Western,"In nome di Dio - Il texano",2015
3,3217351,Western,"Seven Guns for the MacGregors",1967
3,3232045,Western,"The Hostage",1955
3,3360391,Western,"Up Like a Shot",1975
3,3217217,Western,"Eine Kugel fÃ¼r Mac Gregor",1968
3,3352672,Western,"Smoking Guns",1942
3,3107063,Western,"My Friend Winnetou",1980
3,3287215,Western,"The Blue Lady",1948
3,3237538,Western,"Der RÃ¤cher seiner Mutter",1928
3,3217425,Western,"Winchester for Hire",1968
3,3258445,Western,Elegy,1972
3,3327315,Western,"Die SpielhÃ¶lle von San Francisco",1935
3,3204280,Western,Sartana,1967
3,3272123,Western,"Il magnifico avventuriero",1945
3,3319664,Western,Backlash,1956
3,3217352,Western,"Adios, Hombre",1967
3,3296597,Western,"AquÃ­ llega Condemor",1996
3,3203776,Western,"10,000 Dollars Blood Money",1968
3,3294157,Western,"Wiegenlied der Rache",1975
3,3300492,Western,"Django und Sartana kommen",1997
3,3292396,Western,"Die 7 aus Texas",1965
3,3360385,Western,"Mel Brooks' Blazing Saddles - Der wilde wilde Westen",2000
3,3251237,Western,"Welcome Stranger",1941
